,id,name,genre,sub_genre,followers
207,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,rock,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",14453843
208,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,rock,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",18033349
209,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,rock,"['emo rap', 'miami hip hop']",36295049
210,3PhoLpVuITZKcymswpck5b,Elton John,rock,"['glam rock', 'mellow gold', 'piano rock']",9258833
211,1dfeR4HaWDbWqFHLkxsg1d,Queen,rock,"['classic rock', 'glam rock', 'rock']",41246367
212,0C0XlULifJtAgn6ZNCW2eu,The Killers,rock,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",6497658
213,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",8204882
214,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,rock,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",16894163
215,6olE6TJLqED3rqDCT0FyPh,Nirvana,rock,"['grunge', 'permanent wave', 'rock']",15286573
216,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,rock,"['modern rock', 'rock']",22388971
217,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,rock,"['emo', 'modern rock', 'rock']",9465709
218,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,rock,['modern rock'],11336191
219,711MCceyCBcFnzjGY4Q7Un,AC/DC,rock,"['australian rock', 'hard rock', 'rock']",23186496
220,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,rock,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",4278659
221,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",4103905
224,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,rock,"['album rock', 'classic rock', 'hard rock', 'rock']",12136234
225,2ye2Wgw4gimLv2eAKyk1NB,Metallica,rock,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",21184750
226,6s22t5Y3prQHyaHWUN1R1C,AJR,rock,['modern rock'],2206371
228,0ECwFtbIWEVNwjlrfc6xoL,Eagles,rock,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",8070407
229,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,rock,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",9889192
230,26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,rock,"['modern rock', 'punk blues', 'rock']",2879013
232,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,rock,"['british invasion', 'classic rock', 'rock']",11679054
233,4Z8W4fKeB5YxbusRsdQVPb,Radiohead,rock,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",7054324
235,5vngPClqofybhPERIqQMYd,George Strait,rock,"['contemporary country', 'country', 'country road', 'country rock']",3147616
237,0SwO7SWeDHJijQ3XNS7xEE,MGMT,rock,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock']",2518962
238,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,rock,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",5029678
240,2IvkS5MXK0vPGnwyJsrEyV,Eric Church,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",3387244
241,6yJCxee7QumYr820xdIsjo,Zac Brown Band,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",3106350
242,0rvjqX7ttXeg3mTy8Xscbt,Journey,rock,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",4273188
244,0epOFNiUfyON9EYx7Tpr6V,The Strokes,rock,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",4324089
246,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,rock,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",8109704
247,4exLIFE8sISLr28sqG1qNX,Travis Barker,rock,['rap rock'],375196
248,4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",1397990
249,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",1726510
250,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,rock,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",4037947
251,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,rock,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",4397764
252,2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,rock,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",5188609
253,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,rock,"['album rock', 'classic rock', 'hard rock', 'rock']",12066033
255,5eAWCfyUhZtHHtBdNk56l1,System Of A Down,rock,"['alternative metal', 'nu metal', 'rap metal', 'rock']",8181021
256,6Ghvu1VvMGScGpOUJBAHNH,Deftones,rock,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2583465
257,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,rock,"['glam metal', 'hard rock', 'rock']",24384658
259,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,rock,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",3897821
260,4hz8tIajF2INpgM0qzPJz2,Rainbow Kitten Surprise,rock,['modern rock'],706965
261,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,rock,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",3919483
262,4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,rock,"['classic rock', 'cosmic american', 'country rock', 'double drumming', 'folk rock', 'jam band', 'psychedelic rock', 'rock']",1462512
263,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,pop,"['metropopolis', 'modern rock', 'pop', 'pop rock']",5036718
264,44NX2ffIYHr6D4n7RaZF7A,Van Morrison,rock,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",2462079
265,3RNrq3jvMZxD9ZyoOZbQOD,Korn,rock,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']",5484962
266,77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1788999
267,3mIj9lX2MWuHmhNCA7LSCW,The 1975,pop,"['modern alternative rock', 'modern rock', 'pop', 'rock']",5550561
268,4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,rock,"['metalcore', 'modern rock', 'rock']",1964392
269,6deZN1bslXzeGvOLaLMOIF,Nickelback,rock,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",5711595
270,3oDbviiivRWhXwIE8hxkVV,The Beach Boys,rock,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",3622810
271,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,rock,"['contemporary country', 'country', 'country road', 'country rock']",2250174
272,51Blml2LZPmy7TTiAg47vQ,U2,rock,"['irish rock', 'permanent wave', 'rock']",9722617
273,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,rock,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",4790819
274,2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,rock,"['metalcore', 'modern rock', 'rap metal', 'rock']",2069194
275,2yEwvVSSSUkcLeSTNyHKh8,TOOL,rock,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",2636253
276,2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,rock,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",1927588
277,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,rock,"['folk rock', 'mellow gold', 'soft rock']",626995
278,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,rock,"['glam metal', 'hard rock', 'rock', 'sleaze rock']",3914814
279,49bzE5vRBRIota4qeHtQM8,Skillet,rock,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",4318895
280,4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,rock,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",2230953
281,58lV9VcRSjABbAbfWS6skp,Bon Jovi,rock,"['glam metal', 'rock']",10726475
282,7gP3bB2nilZXLfPHJhMdvc,Foster The People,rock,"['indietronica', 'modern rock', 'pop rock', 'rock']",3434998
283,6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,rock,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",4186932
284,46gyXjRIvN1NL1eCB8GBxo,All Time Low,rock,"['modern rock', 'pop punk', 'rock']",2791995
285,7mnBLXK823vNxN3UWB7Gfz,The Black Keys,rock,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",3674186
286,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,rock,"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",6285340
287,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,rock,"['grunge', 'permanent wave', 'rock']",7492305
288,4lxfqrEsLX6N1N4OCSkILp,Phil Collins,rock,"['mellow gold', 'rock drums', 'soft rock']",4483625
289,776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,rock,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",5606722
291,4BYxqVkZyFjtik7crYLg5Q,Chris Young,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",2521658
292,2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,rock,"['modern rock', 'rock']",4992598
293,6P7H3ai06vU1sGvdpBwDmE,Steely Dan,rock,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",1685868
294,4iMO20EPodreIaEl8qW66y,Still Woozy,rock,"['bedroom pop', 'modern rock', 'oakland indie']",812049
295,1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",1793647
296,1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",1804865
297,7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,rock,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",3273334
298,4NpFxQe2UvRCAjto3JqlSl,Greta Van Fleet,rock,"['modern blues rock', 'modern hard rock', 'rock']",1976985
300,4F84IBURUo98rz4r61KF70,The White Stripes,rock,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",2673070
301,485uL27bPomh29R4JmQehQ,Bob Seger,rock,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1679831
302,7sKxqpSqbIzphAKAhrqvlf,Walker Hayes,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",459207
303,4RddZ3iHvSpGV4dvATac9X,Papa Roach,rock,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",4414125
304,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,pop,"['british indie rock', 'modern rock', 'pop', 'rock']",1989068
305,74ASZWbe4lXaubB36ztrGX,Bob Dylan,rock,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",5670679
306,7okwEbXzyT2VffBmyQBWLz,Maná,latin,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",7847105
307,3NPpFNZtSTHheNBaWC82rB,X Ambassadors,pop,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",2674151
308,0ZxZlO7oWCSYMXhehpyMvE,COIN,pop,"['indie pop', 'modern rock', 'pop', 'pop rock']",525738
309,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,rock,"['disco', 'mellow gold', 'soft rock']",5647169
310,2q3GG88dVwuQPF4FmySr9I,The Score,rock,"['modern alternative rock', 'modern rock', 'rock']",1078443
311,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,rock,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']",4659392
312,5NGO30tJxFlKixkPSgXcFE,The Police,rock,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",4886760
313,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,rock,"['modern rock', 'pop punk', 'pop rock', 'rock']",2310804
314,6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,rock,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']",2375136
315,12Chz98pHFMPJEknJQMWvI,Muse,rock,"['modern rock', 'permanent wave', 'rock']",6987563
316,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,rock,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",6142817
317,5a2EaR3hamoenG9rDuVn8j,Prince,rock,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']",6029699
318,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,rock,"['album rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']",3767345
319,6GI52t8N5F02MxU0g5U69P,Santana,rock,"['blues rock', 'classic rock', 'mexican classic rock']",2577980
320,2v7wIbCkIzxOfT3GnqCexD,Cody Jinks,rock,"['modern southern rock', 'outlaw country', 'texas country']",689765
321,0RpddSzUHfncUWNJXKOsjy,Neon Trees,rock,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']",1148875
322,22WZ7M8sxp5THdruNY3gXt,The Doors,rock,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",6627628
323,6eJa3zG1QZLRB3xgRuyxbm,Dayglow,rock,"['austindie', 'indie pop', 'modern rock']",739443
324,5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,rock,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",2563734
325,6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,rock,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",2616216
326,5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,rock,"['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",1685329
327,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",1722453
328,2Hkut4rAAyrQxRdof7FVJq,Rush,rock,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",1866742
329,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,rock,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",766009
331,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,rock,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",4847434
332,6B5c4sch27tWHAGdarpPaW,Seether,rock,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",2841201
333,3YcBF2ttyueytpXtEzn1Za,Incubus,rock,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",2855959
334,3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,rock,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",1309808
335,3XHO7cRUPCLOr6jwp8vsx5,alt-J,rock,['indie rock'],3029990
336,1By9QBFnjZAoI83BZppHlt,Billy Currington,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",2309319
337,1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,rock,"['contemporary country', 'country', 'heartland rock']",311772
338,2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",rock,"['country', 'country road', 'country rock', 'outlaw country']",1264546
339,1E2AEtxaFaJtH0lO7kgNKw,Russell Dickerson,rock,"['contemporary country', 'country', 'country road', 'modern country rock']",374051
340,3AQRLZ9PuTAozP28Skbq8V,The Script,pop,"['celtic rock', 'dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",7258606
341,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,rock,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",3982421
342,4ZgQDCtRqZlhLswVS6MHN4,grandson,rock,"['modern alternative rock', 'modern rock', 'rock']",1014500
343,3yY2gUcIsjMr8hjo51PoJ8,The Smiths,rock,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",3113490
344,70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,rock,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",4050471
345,67ea9eGLXYMsO2eYQRui3w,The Who,rock,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",4540911
346,39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,rock,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1912389
347,26opZSJcXshCmCwxgZQmBc,Whiskey Myers,rock,"['modern southern rock', 'texas country']",513195
348,0vn7UBvSQECKJm2817Yf1P,James Taylor,rock,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",2001551
349,03r4iKL2g2442PT9n2UKsx,Beastie Boys,rap,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",2226668
350,07XSN3sPlIlB2L2XNcTwJw,KISS,rock,"['album rock', 'glam rock', 'hard rock', 'metal', 'rock']",7166078
351,07QEuhtrNmmZ0zEcqE9SF6,Owl City,pop,"['indietronica', 'modern rock', 'pop', 'pop rock']",2225458
352,7wCjDgV6nqBsHguQXPAaIM,Waylon Jennings,rock,"['country', 'country rock', 'outlaw country', 'texas country']",1123114
353,40LHVA5BTQp9RxHOQ9JPYj,Lauren Daigle,rock,"['ccm', 'christian alternative rock', 'christian music', 'worship']",2073469
354,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,rock,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'indie pop', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",2083911
355,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,rock,"['modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",1397307
356,6p2HnfM955TI1bX34dkLnI,The Backseat Lovers,rock,"['modern rock', 'slc indie']",230720
357,0X380XXQSNBYuleKzav5UO,Nine Inch Nails,rock,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rock']",2064904
358,2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,rock,"['classic rock', 'folk', 'folk rock', 'indie r&b', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",1858304
359,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,rock,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",4881258
360,3kVUvbeRdcrqQ3oHk5hPdx,Grouplove,rock,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",1085757
361,2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,latin,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'pop', 'rock en espanol']",1647707
362,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,rock,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",1910051
363,1v3tdpIdBSW14rHUfiEVOv,Lauren Alaina,rock,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",530208
364,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,pop,"['neo mellow', 'piano rock', 'pop', 'pop rock']",3622794
365,1KP6TWI40m7p3QBTU6u2xo,BØRNS,pop,"['modern rock', 'pop']",1084933
366,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,rock,"['neo mellow', 'permanent wave', 'pop rock']",2205010
367,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,pop,"['electropop', 'indie poptimism', 'pop', 'pop rock']",1031511
368,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,rock,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",3687616
369,74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,rock,"['ccm', 'christian alternative rock', 'christian music', 'worship']",3392051
370,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,rock,"['alternative rock', 'emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']",1290539
371,2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,rock,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",2852442
372,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,edm,"['dance pop', 'edm', 'pop', 'pop rap', 'pop rock']",1256366
373,29kkCKKGXheHuoO829FxWK,Boston,rock,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",2140055
374,6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,pop,"['modern rock', 'pop']",798973
375,1btWGBz4Uu1HozTwb2Lm8A,Hippo Campus,rock,"['indie pop', 'indie poptimism', 'minneapolis indie', 'modern rock', 'pop rock']",529542
376,4EzkuveR9pLvDVFNx6foYD,James Bay,pop,"['modern rock', 'neo mellow', 'pop', 'pop rock']",3635219
377,4wQ3PyMz3WwJGI5uEqHUVR,Allman Brothers Band,rock,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",1297014
378,0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,rock,"['folk-pop', 'indie folk', 'modern rock', 'new americana', 'pop rock', 'seattle indie', 'stomp and holler']",980162
379,1Qp56T7n950O3EGMsSl81D,Ghost,rock,"['hard rock', 'metal']",1318896
380,6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,rock,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",1301331
381,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,rock,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'metal', 'rock']",3566121
382,5xUf6j4upBrXZPg6AI4MRK,Soundgarden,rock,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",3523958
383,0vEsuISMWAKNctLlUAhSZC,Counting Crows,rock,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",1478520
384,0PFtn5NtBbbUNbU9EAmIWF,TOTO,rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2255595
385,39NR3AUhpbbqKM33vWn2fp,Brothers Osborne,rock,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",993882
386,3bhu7P5PfngueRHiB9hjcx,Elle King,rock,['modern blues rock'],481502
387,6GkJh85o22LfD2vgL9DP6f,Dirty Heads,rock,"['reggae fusion', 'reggae rock']",688479
388,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,rock,"['jam band', 'neo mellow', 'pop rock']",1704498
389,6d4jrmreCmsenscuieJERc,The Band CAMINO,pop,"['hopebeat', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",297125
390,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,rock,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2589253
391,6IRouO5mvvfcyxtPDKMYFN,Foreigner,rock,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",2394566
392,2WjvvwAX0mdWwq3aFuUdtc,Rebelution,rock,['reggae rock'],726215
393,06bDwgCHeMAwhgI8il4Y5k,Set It Off,rock,"['electropowerpop', 'modern rock', 'otacore', 'pixie', 'pop punk', 'rock']",750212
394,1yAwtBaoHLEDWAnWR87hBT,Modest Mouse,rock,"['alternative rock', 'double drumming', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie']",1278228
395,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,pop,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",6645319
396,2x9SpqnPi8rlE9pjHBwmSC,Talking Heads,rock,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",1842867
397,7bu3H8JO7d0UbMoVzbo70s,The Cure,rock,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",3706920
398,0lAWpj5szCSwM4rUMHYmrr,Måneskin,rock,"['indie rock italiano', 'italian pop']",5897635
399,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,rock,"['baroque pop', 'indie rock', 'modern rock']",1792022
401,3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,edm,"['edmonton indie', 'lo-fi indie']",2697058
410,5he5w2lnU9x7JFhnwcekXX,Skrillex,edm,"['brostep', 'complextro', 'edm', 'electro', 'pop rap']",8001151
414,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,edm,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",15545669
416,6nS5roXSAGhTGr34W6n7Et,Disclosure,edm,"['edm', 'house', 'pop', 'uk dance']",2027895
417,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,edm,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",3558311
418,4AVFqumd2ogHFlRbKIjp1t,Alesso,edm,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",3809506
419,4sTQVOfp9vEMCemLw50sbu,Galantis,edm,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",3224192
420,6nxWCVXbOlEVRexSbLsTer,Flume,edm,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",2267269
