,id,name,release_date,artist_id,genre
2325,2mX8ktJoWvyidWBU9U8Jis,Colores,2020-03-19,1vyhD5VmyZ7KMfW5gqLgo5,latin
2327,3rlJCPz7s7bTifG57wjFpt,LEGENDADDY,2022-03-25,4VMYDCV2IEDYJArk749S6m,latin
2328,4VRebE7OlgjE896hS92gjo,"2K20, Pt. 3 (Live)",2020-12-25,4VMYDCV2IEDYJArk749S6m,latin
2329,0CDLQ6cxLj0UydmFX394VL,"2K20, Pt. 2 (Live)",2020-12-12,4VMYDCV2IEDYJArk749S6m,latin
2330,0N091826fEGbqVB1NnKguC,"2K20, Pt. 1 (Live)",2020-12-04,4VMYDCV2IEDYJArk749S6m,latin
2331,3xtMlD79fXUjZ92e1c4TnX,King Daddy,2013-01-01,4VMYDCV2IEDYJArk749S6m,latin
2332,5CS8E6JVACItYto4OOJoPW,KG0516,2021-03-26,790FomKkXshlbRYZFtlgla,latin
2333,4i5b4YWuMtneUSvQPONwzK,OCEAN,2019-05-03,790FomKkXshlbRYZFtlgla,latin
2334,12nlJpvrOd7tTOaCxB1UeR,Unstoppable,2017-10-27,790FomKkXshlbRYZFtlgla,latin
2335,1wLB2bnCl2m5m9M9g8r93Y,PROVENZA,2022-04-22,790FomKkXshlbRYZFtlgla,latin
2336,2Hi8ff429tSHmxPK3CzV36,Un Viaje,2022-04-08,790FomKkXshlbRYZFtlgla,latin
2337,0T6QxdJZwYrXPHd829SnqK,La 167,2021-10-01,329e4yvIujISKGKz1BZZbO,latin
2338,4lsdX5CimNaabkZUxX6rx8,En Letra de Otro,2019-08-23,329e4yvIujISKGKz1BZZbO,latin
2339,1PgFsarDcIwCvLX32DpcxB,Gangalee,2019-04-26,329e4yvIujISKGKz1BZZbO,latin
2340,0v94MG5nbp4w6xdeFkfQrA,TrapXficante,2017-09-15,329e4yvIujISKGKz1BZZbO,latin
2341,33Yz6vjgvetL33JAMEnXBR,Imperio Nazza Farruko Edition,2017-02-21,329e4yvIujISKGKz1BZZbO,latin
2342,4MTtBjQEt7i752hISXjKqA,Las Leyendas Nunca Mueren,2021-11-26,2R21vXR83lH98kGeO99Y66,latin
2344,7JtT7OyWM8BnIS5FXXPMKg,Emmanuel,2020-05-29,2R21vXR83lH98kGeO99Y66,latin
2345,5pQwQRnQOuKrbVUVnGMEN4,Real Hasta la Muerte,2018-07-17,2R21vXR83lH98kGeO99Y66,latin
2346,6SAO7sX4PVuHgFC0nV3FPu,Si Tu Me Busca,2022-04-01,2R21vXR83lH98kGeO99Y66,latin
2347,3AwzfcsXeljU7JkG5GQn8Y,Timelezz,2021-09-03,0EFisYRi20PTADoJrifHrz,latin
2348,7gDjowB5fv1LkntmDVv0jT,Famouz Reloaded,2020-01-24,0EFisYRi20PTADoJrifHrz,latin
2349,1V9QpD8kjA2iHCElhFGvlo,Famouz,2019-05-24,0EFisYRi20PTADoJrifHrz,latin
2350,32Nd9MCe8KrlwiwEWNG0ag,Eyez On Me,2018-05-18,0EFisYRi20PTADoJrifHrz,latin
2351,2k3Qqrw8oQT3lq4XPe1xWC,Sensual Bebé,2022-03-11,0EFisYRi20PTADoJrifHrz,latin
2352,5qhxJXwhtjXAmCr22FXG3Q,LYKE MIKE,2021-04-23,7iK8PXO48WeuP03g8YR51W,latin
2353,3dM5WCvdXdNqLE14d16GmJ,Easy Money Baby,2020-01-24,7iK8PXO48WeuP03g8YR51W,latin
2354,61dZcrFN3cXnT3ohfQTKua,El Final del Principio,2016-03-14,7iK8PXO48WeuP03g8YR51W,latin
2355,1bYuhFXTzF4CLwGOVQlqKk,Tendencia Global,2022-03-18,7iK8PXO48WeuP03g8YR51W,latin
2356,7nm6u7mp61RmClng9Okg1t,Marry Me (Original Motion Picture Soundtrack),2022-02-04,1r4hJ1h58CWwUQe3MxPuau,latin
2357,7vZC8PTQUCcw3687OxqY98,#7DJ (7 Días En Jamaica),2021-01-28,1r4hJ1h58CWwUQe3MxPuau,latin
2358,0p2yf6DucEgvj8Uk8KXJJv,PAPI JUANCHO,2020-08-21,1r4hJ1h58CWwUQe3MxPuau,latin
2359,3YIUNL7qFE8NP3X3zaYSND,11:11,2019-05-17,1r4hJ1h58CWwUQe3MxPuau,latin
2360,6MoaDh76Fsg0ogW2l7HAFx,F.A.M.E.,2018-05-18,1r4hJ1h58CWwUQe3MxPuau,latin
2361,2nRRfeEazBN10vZdPFmQME,Infinity,2021-08-27,1SupJlEpv7RS2tPNRaHViT,latin
2362,1CYQlkKE5Q0khU6eMwVAVt,Intimo,2019-11-01,1SupJlEpv7RS2tPNRaHViT,latin
2363,2dBgWXp41imu2zBNv9oFxZ,Fénix,2017-01-20,1SupJlEpv7RS2tPNRaHViT,latin
2364,1VkgKNe63Fqsyc7gRPQ1qC,Los Favoritos 2.5,2021-09-17,4SsVbpTthjScTS7U2hmr1X,latin
2365,2TUgzZ8XOE8jm7tDpU4iME,Los Favoritos 2,2020-10-16,4SsVbpTthjScTS7U2hmr1X,latin
2366,0CPLMVp7rMi3BkzAMve96K,Historias de un Capricornio,2019-12-20,4SsVbpTthjScTS7U2hmr1X,latin
2367,7wE65dSZ8LZ1JgUIaMNsRw,Ares,2018-07-13,4SsVbpTthjScTS7U2hmr1X,latin
2368,0WM9c7Wi78j7jEGArDwBtM,Los Favoritos,2015-12-18,4SsVbpTthjScTS7U2hmr1X,latin
2369,2JWG9FSkVSEe63zXq4d2LL,Utopia Live From MetLife Stadium,2021-09-10,5lwmRuXgjX8xIwlnauTZIP,latin
2370,1yM8iaMk4Slsqr94LabgN1,Utopia,2019-04-05,5lwmRuXgjX8xIwlnauTZIP,latin
2371,6bm9EpUNvQ9xMglBJGRmgS,Golden,2017-07-21,5lwmRuXgjX8xIwlnauTZIP,latin
2372,14FnVB8TQDpKxlb1hqojPV,"Fórmula, Vol. 2: Track by Track",2014-06-10,5lwmRuXgjX8xIwlnauTZIP,latin
2373,2xYCUiI1VS7VYeBAfEuoi8,Aventura LIVE! 2002,2011-01-04,1qto4hHid1P71emI6Fd8xi,latin
2374,5kUva4uwVPMIyo8VX7pjBI,The Last,2010-04-06,1qto4hHid1P71emI6Fd8xi,latin
2376,3dYWBu4JKmTQ4WgsRUchkL,Kings of Bachata: Sold Out at Madison Square Garden (Live),2007-11-13,1qto4hHid1P71emI6Fd8xi,latin
2377,03Sa02WIHEwH8lHfbipmrz,K.O.B. Live,2006-12-19,1qto4hHid1P71emI6Fd8xi,latin
2378,2AEfHR7PKwnmLir5rWmMRU,Sabiduria,2022-04-07,2oQX8QiMXOyuqbcZEFsZfm,latin
2379,4v25w5u9JmarAGjE3jcByx,El Androide,2020-05-15,2oQX8QiMXOyuqbcZEFsZfm,latin
2380,4XVaLKYULaqkqBxYrPz7n6,Dembo$$,2019-08-02,2oQX8QiMXOyuqbcZEFsZfm,latin
2381,2go4TPY4tcBF0GIlHGg1x9,TRAP KING,2019-02-01,2oQX8QiMXOyuqbcZEFsZfm,latin
2382,5hzbgBTxfikktf9cOvggGF,El Hombre,2018-11-02,2oQX8QiMXOyuqbcZEFsZfm,latin
2383,5KtOg6t1abStlfb6OvoD8R,Los Bandoleros Reloaded,2021-04-09,33ScadVnbm2X8kkUqOkC6Z,latin
2384,4g9Ot68iaFXL0z4Zadz7Pw,Los Bandoleros,2021-03-26,33ScadVnbm2X8kkUqOkC6Z,latin
2385,6vnbtEhcQK9DUedVaR5yhr,Remix Album,2021-03-12,33ScadVnbm2X8kkUqOkC6Z,latin
2386,30t1kkG1NrdaCnr4NppWzs,The Last Album,2019-12-06,33ScadVnbm2X8kkUqOkC6Z,latin
2387,57mWSm5UtRGT08KeJuyZqu,The Last Don II,2015-06-16,33ScadVnbm2X8kkUqOkC6Z,latin
2388,4AHHM76jyqUiC1HRd37ZQQ,La Última Promesa,2021-08-19,14zUHaJZo1mnYtn6IBRaRP,latin
2389,1OOSq9FkFZ7GcIpaJr9dYL,Realidad,2019-05-31,14zUHaJZo1mnYtn6IBRaRP,latin
2390,75fh1igZrAiPEeGd69Jhnq,Realidad (Commentary),2019-05-30,14zUHaJZo1mnYtn6IBRaRP,latin
2391,0vBFa64sBqdd26KKIj4SKZ,La Promesa,2017-03-10,14zUHaJZo1mnYtn6IBRaRP,latin
2392,2EvjAC9MHVgWBnpdXYuLN5,Imperio Nazza: Justin Quiles Edition,2016-01-22,14zUHaJZo1mnYtn6IBRaRP,latin
2393,0QLDQG7Jx78rEUDW03IhHC,MICRODOSIS,2022-04-01,0Q8NcsJwoCbZOHHW63su5S,latin
2394,5r8T7S23cVDSd7a045h4N5,Primer Dia de Clases,2021-02-05,0Q8NcsJwoCbZOHHW63su5S,latin
2395,3SPDYewQ7iwqYuLVoDOTQl,7 Lágrimas (Remix),2022-02-18,0Q8NcsJwoCbZOHHW63su5S,latin
2396,2RS7DIwtcaoDue6Rcg6PGD,FUMETEO (Remix),2021-11-26,0Q8NcsJwoCbZOHHW63su5S,latin
2397,31SngBc9PCn2qDix3g745R,Cada Vez,2021-10-15,0Q8NcsJwoCbZOHHW63su5S,latin
2398,20jm8zrqWsVXKWBhhiOT0I,KRACK DELUXE,2022-03-03,1pQWsZQehhS4wavwh7Fnxd,latin
2399,48jz9xkHGLp3X7dNq4Fljx,KRACK,2021-05-27,1pQWsZQehhS4wavwh7Fnxd,latin
2400,4fJCo0tMt9NELbHalwY5Qe,"TBT (Remix) [feat. Micro TDH, Feid]",2022-01-27,1pQWsZQehhS4wavwh7Fnxd,latin
2401,48sEphlTqkEdGgqwQfJu2B,"La Pared 720 (feat. Justin Quiles, Brray)",2022-01-06,1pQWsZQehhS4wavwh7Fnxd,latin
2402,6tY5CGZdseurQ2Kbfmqebs,FVCKBOI,2021-12-09,1pQWsZQehhS4wavwh7Fnxd,latin
2403,4zbMionGv9W33xjQfoMyuo,"Los Campeones del Pueblo ""The Big Leagues""",2018-12-14,1wZtkThiXbVNtj6hee6dz9,latin
2404,4PPz4pONyn0kkAEwtl8PVf,Como en los Tiempos de Antes,2018-11-16,1wZtkThiXbVNtj6hee6dz9,latin
2405,6hi0iodw6kzqb5nXaEAmIm,Wisin & Yandel y Amigos,2018-04-12,1wZtkThiXbVNtj6hee6dz9,latin
2406,1bsrZ7KRHbQFwBWgRWJ8T5,Wisin & Yandel en Vivo,2014,1wZtkThiXbVNtj6hee6dz9,latin
2407,0SoLGv62pYVM9w254yM8lf,El Amor y Yo,2022-02-11,2cPqdH7XMvwaBJEVjheH8g,latin
2408,1GYQWPYnUhpVP2yJ4e8hFK,De Mi Para Ti,2022-01-12,2cPqdH7XMvwaBJEVjheH8g,latin
2409,5sEpXan86hEcM8eZSAoWhw,Platonicos,2020-06-12,2cPqdH7XMvwaBJEVjheH8g,latin
2410,2Xz6s5xkP24hNqWCWHSsww,Platónico,2019-11-28,2cPqdH7XMvwaBJEVjheH8g,latin
2411,1lbc6Fe6ePcHkdmij4jWTJ,Unplugged,2019-11-27,2cPqdH7XMvwaBJEVjheH8g,latin
2412,6I32dRerwcm3jYRsprxb5k,Victory,2017-12-01,3E6xrwgnVfYCrCs0ePERDz,latin
2413,7vUJAdvDYXhjf1p0P2yIxh,Los Vaqueros: La Trilogía,2015-09-04,3E6xrwgnVfYCrCs0ePERDz,latin
2414,1V3jnaXPjTfuAyr9kYXBVr,El Regreso del Sobreviviente,2014-03-18,3E6xrwgnVfYCrCs0ePERDz,latin
2415,4k5YrELX73vK5ALegjEReh,El Sobreviviente,2004,3E6xrwgnVfYCrCs0ePERDz,latin
2416,0kDg1ceIubRuJHXyIRGrBM,El Sistema,2021-07-22,21451j1KhjAiaYKflxBjr1,latin
2417,22lEQJ7khtB2yvsq84FDQb,Motivan2,2016-09-30,21451j1KhjAiaYKflxBjr1,latin
2418,1KcfrT68szPLjuupD7db7e,Motivando a la Yal,2014-10-07,21451j1KhjAiaYKflxBjr1,latin
2419,5F1iwLVvk6Ss14PrbHKKLi,Motivando a la Yal Special Edition,2014-10-06,21451j1KhjAiaYKflxBjr1,latin
2420,136hWio0iQxyaM4Fldl0Ol,Los Verdaderos,2010-11-02,21451j1KhjAiaYKflxBjr1,latin
2421,4qgRDM8Gyurf5hXV3LBmT8,Dharma,2022-01-28,07YUOmWljBTXwIseAUd9TW,latin
2422,5Zyj0zwOksGYLbLAZOaC31,FANTASÍA,2019-04-12,07YUOmWljBTXwIseAUd9TW,latin
2423,1l1zcI8iwJg4WCb7jxHtbN,MANTRA,2018-05-18,07YUOmWljBTXwIseAUd9TW,latin
2424,2NdVSWwmCmdCamPxCSt1er,Entre Sobras Y Sobras Me Faltas,2022-04-28,07YUOmWljBTXwIseAUd9TW,latin
2425,4lRwzMaCoSZgkTUnTandBz,Until She's Gone / Tu Luz Quedó,2022-04-08,07YUOmWljBTXwIseAUd9TW,latin
2426,3si9Tt0MEyLf26borb6B5p,ALTER EGO,2020-02-07,3MHaV05u0io8fQbZ2XPtlC,latin
2427,7fIqsFfeYEEP9RO25KHj8P,FIVE (Deluxe Edition),2017-02-24,3MHaV05u0io8fQbZ2XPtlC,latin
2428,1kHqXFjOrWyrpM8PKmGZSI,Double Vision,2015-09-23,3MHaV05u0io8fQbZ2XPtlC,latin
2429,2iTpTfHG5yui5JVtfRNOdK,Double Vision (Deluxe Edition),2015-07-24,3MHaV05u0io8fQbZ2XPtlC,latin
2430,2TC4mJcfJACLFZ5yb313ES,Soy El Mismo (Deluxe Edition),2014-11-24,3MHaV05u0io8fQbZ2XPtlC,latin
2431,1BBjdKgGAqwdEvcvqBOGfT,Now Or Never,2020-07-24,5hdhHgpxyniooUiQVaPxQ0,latin
2432,5kzinI28FtIP1UjxPtQ528,Yo Quiero,2022-05-06,5hdhHgpxyniooUiQVaPxQ0,latin
2433,3X4XwTnwuaxVKs0T2ZHi9D,Nadie,2022-03-17,5hdhHgpxyniooUiQVaPxQ0,latin
2434,6k0xGshciX7lSfqKZO5oRl,Todos Perreando (feat. Justin Quiles),2021-12-24,5hdhHgpxyniooUiQVaPxQ0,latin
2435,7HSebWoyKTGMZTfnoahW3G,MOOD (Remix),2021-12-17,5hdhHgpxyniooUiQVaPxQ0,latin
2436,463Gp4DWFkicvZ3DCfgj0S,Pa'lla Voy,2022-03-04,4wLXwxDeWQ8mtUIRPxGiD6,latin
2437,0iSDto0c8PqIKtwrYS4lbh,OPUS,2019-05-10,4wLXwxDeWQ8mtUIRPxGiD6,latin
2438,208PujfEqGHULCTsLnQBsm,Esencial,2018-05-05,4wLXwxDeWQ8mtUIRPxGiD6,latin
2439,39swduCY4gVIwMm09udx4Z,2En1,2017-01-20,4wLXwxDeWQ8mtUIRPxGiD6,latin
2440,6vBpLg3T8bojcqzoKI6m0R,3.0,2013-07-23,4wLXwxDeWQ8mtUIRPxGiD6,latin
2441,0kI46dzlikgAVpJ6LdkbJE,INTER SHIBUYA (FERXXO EDITION),2021-12-17,2LRoIwlKmHjgvigdNGBHNo,latin
2442,4hUQ4FB9GD5oDmw3XHIr0G,INTER SHIBUYA - LA MAFIA,2021-08-20,2LRoIwlKmHjgvigdNGBHNo,latin
2443,444LqH6QlvR62nY8Vxn37u,BAHÍA DUCATI,2020-09-11,2LRoIwlKmHjgvigdNGBHNo,latin
2444,3js3vnaiDDghVu9ADH93Q5,FERXXO (VOL 1: M.O.R),2020-04-23,2LRoIwlKmHjgvigdNGBHNo,latin
2445,56dHJTQQ8lMGgBegxfYVDM,19,2019-05-17,2LRoIwlKmHjgvigdNGBHNo,latin
2446,7ComFEyEe8swOjef3SE2xO,The Goat,2020-05-15,12vb80Km0Ew53ABfJOepVz,latin
2447,4fIyZEKAUwrH6o4rWrdmT0,Real G4 Life Vol. 3,2017-02-10,12vb80Km0Ew53ABfJOepVz,latin
2448,7eCEL5jWbHsSxMaMtvZGXs,Los Reyes del Rap,2015-03-17,12vb80Km0Ew53ABfJOepVz,latin
2449,64aRK6SNzbsKv0PtKYoV2t,Los Reyes Del Rap,2015-01-15,12vb80Km0Ew53ABfJOepVz,latin
2450,6qIRPnbpu7WKpSWFDNePg4,"Real G 4 Life Baby, Pt. 2.5",2012-10-23,12vb80Km0Ew53ABfJOepVz,latin
2451,4JaYe7HIddzNaF3rUgJzHI,Sauce Boyz 2,2021-12-02,5XJDexmWFLWOkjOEjOVX3e,latin
2452,7rzr5GOIXMfA41aIkzGtvo,SEN2 KBRN VOL. 1,2021-07-02,5XJDexmWFLWOkjOEjOVX3e,latin
2453,6N1iKBKY8zRGImxADk2IdN,Monarca,2021-01-08,5XJDexmWFLWOkjOEjOVX3e,latin
2454,2xx0ajBaOvCKDgGCgEHNIA,Sauce Boyz Care Package,2020-06-25,5XJDexmWFLWOkjOEjOVX3e,latin
2455,2JwUsV3QP7FMWx1Fzt6dHQ,Sauce Boyz,2020-01-31,5XJDexmWFLWOkjOEjOVX3e,latin
2456,4zKd7rKQ7dXKXEEGcRoFNN,Selena: The Series Soundtrack,2020-12-04,6IE6z7DcZIT4Ml3Fh5Ivch,latin
2457,1n5T34Kz1mujbBGvOhcMkg,The Last Concert (Live From Astrodome),2017-06-23,6IE6z7DcZIT4Ml3Fh5Ivch,latin
2458,7uTCupJWWKi5RcPk2lSwwv,Enamorada De Ti,2012-01-01,6IE6z7DcZIT4Ml3Fh5Ivch,latin
2459,4RSb9yc29p9BHvoVMFqGiB,Regalo de Madre (Live),2022-01-05,1GDbiv3spRmZ1XdM1jQbT7,latin
2460,2ZjmvVKeVy3CgaT2BvsyvM,NATTIVIDAD,2021-09-24,1GDbiv3spRmZ1XdM1jQbT7,latin
2461,53k64d93T2Pwjy8x71zQVO,Iluminatti,2019-02-15,1GDbiv3spRmZ1XdM1jQbT7,latin
2462,1XWlguI8HYWv6PYGXMq63A,All About Me,2012-03-28,1GDbiv3spRmZ1XdM1jQbT7,latin
2463,09qDFWKi7sDxRV8l40osDR,WOW BB,2022-02-22,1GDbiv3spRmZ1XdM1jQbT7,latin
2464,790bSD1HVSOob9fVklUzQR,LVV the Real Rondon,2020-10-22,1TtXnWcUs0FCkaZDPGYHdf,latin
2465,1N9uoPv76ac3oi8XXqJPop,La Verdadera Vuelta,2016-12-15,1TtXnWcUs0FCkaZDPGYHdf,latin
2466,5c7ikVWg62OlZWFC4iGOJP,Al Dia,2022-04-14,1TtXnWcUs0FCkaZDPGYHdf,latin
2467,3pvGhhW85u5HUAK2M92JIb,Donde Estás,2022-04-08,1TtXnWcUs0FCkaZDPGYHdf,latin
2468,5DdFTvZ1VBv56qcainYsss,Hablale de Cualto,2022-03-09,1TtXnWcUs0FCkaZDPGYHdf,latin
2469,61a4XyIj98CGrUnKy8Hu4Z,FINAL (Vol.1),2021-09-17,7qG3b048QCHVRO5Pv1T5lw,latin
2470,5M6kvgAxM3qwk72KAjm0Mq,SEX AND LOVE (Deluxe),2015-02-01,7qG3b048QCHVRO5Pv1T5lw,latin
2471,61OuBz5Vh5z1n8z6Yu8rlN,Los Chulitos,2020-08-28,3EiLUeyEcA6fbRPSHkG5kb,latin
2472,52E77HSrg85k7NrRkKTGT1,Mi Movimiento,2018-09-28,3EiLUeyEcA6fbRPSHkG5kb,latin
2473,0l4i0Un5UQS3gFjmRC4pQQ,Geezy Boyz The Album,2013-08-24,3EiLUeyEcA6fbRPSHkG5kb,latin
2474,7bomhBj43r4bhkdFLNoQEe,Masacre Musical,2008-10-14,3EiLUeyEcA6fbRPSHkG5kb,latin
2475,2fs30svWWoqUOC4Xzl5lYU,Monica,2022-05-06,3EiLUeyEcA6fbRPSHkG5kb,latin
2476,4BvD9caT3ZohqNQFcR8dVD,Ahora,2019-05-31,0vR2qb8m9WHeZ5ByCbimq2,latin
2477,6Tap30zqzXj22sVKoy1GUj,Des/Amor,2016-06-17,0vR2qb8m9WHeZ5ByCbimq2,latin
2478,3nFMhhRvntmafaNnxJqcYX,Reik En Vivo Auditorio Nacional,2013-04-02,0vR2qb8m9WHeZ5ByCbimq2,latin
2479,1kyEyfxfx98zHEmQuJJFxk,Peligro,2012-06-22,0vR2qb8m9WHeZ5ByCbimq2,latin
2481,68P9rLPO8P6EPL3aBGs1ZV,Bendecido,2020-10-30,6w9ToX5slZ4uIdmD17hJ3c,latin
2482,3f8ilKUbFtOSPM2aVq0zCl,Cambio de Clima,2019-02-08,6w9ToX5slZ4uIdmD17hJ3c,latin
2483,38QMtmbbl4jdpeQ29I8vMB,La Oscuridad,2018-07-27,6w9ToX5slZ4uIdmD17hJ3c,latin
2485,1WShl2Ns50BWfZuyqsKDXP,El Congreso,2022-03-31,6w9ToX5slZ4uIdmD17hJ3c,latin
2487,1UqfVKRwKsOqyxIbgA4iAy,Quien Contra Mi 2,2020-07-31,0eHQ9o50hj6ZDNBt6Ys1sD,latin
2489,3tAW0n99Uq2IlvzBsW3tQq,#Update,2017-09-08,0eHQ9o50hj6ZDNBt6Ys1sD,latin
2490,2zD0vIQjiaFbumnbjWC6WY,Dangerous,2015-11-06,0eHQ9o50hj6ZDNBt6Ys1sD,latin
2491,76j8Cihag4ps0oykYSo0Bc,FOR CERTAIN (Deluxe),2021-10-22,6veh5zbFpm31XsPdjBgPER,pop
2493,5B857SgrQIAmcJGj0sFOSg,FOR CERTAIN,2020-12-11,6veh5zbFpm31XsPdjBgPER,pop
2495,5rIHQjM7xy35RYx9E3XaqS,LONDON (feat. J. Cole),2022-04-08,6veh5zbFpm31XsPdjBgPER,pop
2496,3Ca2ChPMHogU1scVKSEprg,Loose (Expanded Edition),2021-06-04,2jw70GZXlAI8QzWeY2bgRc,pop
2497,6IApey8JeGjUbd98yjSRPh,The Ride,2017-03-31,2jw70GZXlAI8QzWeY2bgRc,pop
2498,2sK5nNaxSJYj1hLnjfcKQq,The Spirit Indestructible,2012-01-01,2jw70GZXlAI8QzWeY2bgRc,pop
2501,0pDn3PuEx419N9jmOaCH8F,14F,2015-07-14,64aJYyrXljOodnUG6jvhRD,latin
2502,2xscWVWifSGkfqPmqC122O,Yo Te Quiero Pa Mi,2022-02-09,0KPX4Ucy9dk82uj4GpKesn,latin
2503,4HBSwyNAlIwgVkUNqDdWbn,Unisex,2021-11-04,0KPX4Ucy9dk82uj4GpKesn,latin
2505,7GUGpSBpdK6cJmWO3KdA7r,Modo Avión,2020-03-19,0KPX4Ucy9dk82uj4GpKesn,latin
2507,2yYl7Q3GOoBjznGy0Rsc2f,Dopamina,2021-04-09,0tmwSHipWxN12fsoLcFU3B,latin
2508,0CUMVFalkFhZM6Xo0ErxLi,ADN,2019-08-23,0tmwSHipWxN12fsoLcFU3B,latin
2509,11QTKoa3O2tD7Vz1AmSgSc,De 100 a 0,2022-02-03,0tmwSHipWxN12fsoLcFU3B,latin
2510,1HP0xerTMAjxal5A8B8luG,Vacaciones,2022-01-21,0tmwSHipWxN12fsoLcFU3B,latin
2511,2SxzHKPlWLNmGgtLK9cZD2,Resaca,2021-12-01,0tmwSHipWxN12fsoLcFU3B,latin
2512,04NPh9S2gPzYveqlJYQ0V8,Love and Sex,2014-09-09,2jSGzJw0ebJLu7OLVSOcBP,latin
2513,2nyw6aQu85kFb3mYb4vWwE,Love And Sex,2014-08-25,2jSGzJw0ebJLu7OLVSOcBP,latin
2514,4s9iYsrtBIvkZn5AEbUbl0,House of Pleasure,2010-07-20,2jSGzJw0ebJLu7OLVSOcBP,latin
2515,3WEwS5DLsagnqQtHP2oEEu,House Of Pleasure,2010,2jSGzJw0ebJLu7OLVSOcBP,latin
2516,0hZRo3fmA48T0agQDHKPay,El Niño,2021-05-21,47MpMsUfWtgyIIBEFOr4FE,latin
2517,46xbsFOp9g1WqTidQEs7YT,Épico,2019-10-25,47MpMsUfWtgyIIBEFOr4FE,latin
2518,5KpspLxsm5AzGLSsIxJrD2,Bandida,2022-05-13,47MpMsUfWtgyIIBEFOr4FE,latin
2519,32dHZEMDKiq0pAGnPgwn2B,Un Ratito,2022-01-14,47MpMsUfWtgyIIBEFOr4FE,latin
2520,3Y3aMcdlV3b2InwFcNvsxa,787,2021-12-03,47MpMsUfWtgyIIBEFOr4FE,latin
2521,7s9JiLqsFNjGuJUVZTZGax,FAVORITAS CON AMOR,2022-01-28,3tJnB0s6c3oXPq1SCCavnd,latin
2522,0lcKOe1eGODSaaxZVtDOOj,Por Amor a Morelia Michoacán (En Vivo),2020-01-15,3tJnB0s6c3oXPq1SCCavnd,latin
2523,11LnoZX4GRpb08p958wb2k,MAS de Mis Recuerdos,2018-11-30,3tJnB0s6c3oXPq1SCCavnd,latin
2526,46FkZmwdxnGPVXUTTfhche,¡MÉXICO Por Siempre!,2017-11-24,2nszmSgqreHSdJA3zWPyrW,latin
2527,3MpbAt21ozNGRmmLCmP2ed,Luis Miguel (Edición De Lujo),2011-01-17,2nszmSgqreHSdJA3zWPyrW,latin
2528,1gpyLgIsXBUpq8RVGDSnZF,Luis Miguel,2010-09-14,2nszmSgqreHSdJA3zWPyrW,latin
2529,7HO1MyIU1LmgcnL7nCCtRS,No culpes a la noche (Club remixes),2009-09-18,2nszmSgqreHSdJA3zWPyrW,latin
2530,0PsSywVZE4qeOPBNiSj4Hz,Cómplices,2008-05-06,2nszmSgqreHSdJA3zWPyrW,latin
2531,4fscMZmg0NKVmgDDDE6mA6,Cumbiana II,2022-05-13,4vhNDa5ycK0ST968ek7kRr,latin
2532,37aBYPgNJyYVkxcyKwq0hK,"KOGI SESSIONS, Vol. 1 (Cumbiana Remixes)",2021-08-09,4vhNDa5ycK0ST968ek7kRr,latin
2533,1AWWSFCourc5LCAczs3GOS,Cumbiana,2020-05-22,4vhNDa5ycK0ST968ek7kRr,latin
2534,57giaIaMyAVCS7jMIaoIgK,VIVES,2017-11-10,4vhNDa5ycK0ST968ek7kRr,latin
2535,62rdJKrGKqQ6DXVQH21CG4,Carlos Vives + Amigos Desde el Estadio El Campín de Bogotá,2016-12-09,4vhNDa5ycK0ST968ek7kRr,latin
2536,3ca2LllosZULlgYdnnz02K,Inmersa Lofi,2022-02-10,2ydZrTy8U3kOMOzx20s3dg,latin
2537,73ZBw0T3Sn8MlivR4KFGsq,COACHELLA BOY,2022-01-21,2ydZrTy8U3kOMOzx20s3dg,latin
2538,7vpMDY7eVg0O8SnUK2nJ8M,Arturia Lofi,2022-01-03,2ydZrTy8U3kOMOzx20s3dg,latin
2539,7KrlyRZXe7IDqxWXJ63wTf,Neon Love Lofi,2021-12-22,2ydZrTy8U3kOMOzx20s3dg,latin
2540,2uyi2aSH1nxqhdY18kzqeG,Coconut Meet Lofi,2021-12-03,2ydZrTy8U3kOMOzx20s3dg,latin
2541,4sAj704PbYTvBF2fFa88a1,Orgánico,2020-07-17,00XhexlJEXQstHimpZN910,latin
2542,57wJDDjtGghdEPAvQxwCWz,Esquinita,2022-05-12,00XhexlJEXQstHimpZN910,latin
2543,4QGp54NmocX8ptDWOJrRTz,No Wahala (Latin Remix),2022-04-29,00XhexlJEXQstHimpZN910,latin
2545,00NYRqVAD0DNrWIBwNYB48,Reaction,2022-02-21,00XhexlJEXQstHimpZN910,latin
2546,21wimzvehpbiBmJS0upDr6,Ley De Gravedad,2022-03-11,4V8Sr092TqfHkfAA5fXXqG,latin
2547,5C0YLr4OoRGFDaqdMQmkeH,VIDA,2019-02-01,4V8Sr092TqfHkfAA5fXXqG,latin
2549,2rWkd0DyrYRbXCmp06okTJ,Lo Mejor De...,2014-10-27,4V8Sr092TqfHkfAA5fXXqG,latin
2551,6mcfFvRK1uZEoCa6P1xuxl,Italiano,2022-05-05,1fctva4kpRbg2k3v7kwRuS,latin
2552,6ovJVM1Q4xVpueBwaHs1Fn,Le Sang,2022-04-29,1fctva4kpRbg2k3v7kwRuS,latin
2553,4hPNVvtU3MXV6Oefi11Zx3,Mamma Mia,2022-04-28,1fctva4kpRbg2k3v7kwRuS,latin
