,id,name,artist_id,artist,album_id,album,popularity,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,17i5jLpzndlQhbS4SrTd0B,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,3cvjMNWg7t46NyDZzujfNg,"Bach: Cello Suites Nos. 1, 5 & 6",65,0,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,152280,4
1,4SFBV7SRNG2e2kyL1F6kjU,"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,1XORY4rQNhqkZxTze6Px90,Piano Book (Deluxe Edition),58,0,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4
2,3zLTPuucd3e6TxZnu2dlVS,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,230jpjk9w7MGupNMMvXoaN,"Für Elise, Bagatelle No. 25 in A Minor, WoO 59",58,0,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,212067,3
3,7h6GoPvGHC9uzZJ8bNvfIq,"Suite No. 3 in D Major, BWV 1068: II. Air",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,1WuKnZDy27KDdLr96p0D8A,Albinoni: Adagio in G minor / Pachelbel: Canon,57,0,0.0753,0.07,2,-27.272,1,0.044,0.918,0.947,0.146,0.0625,79.801,365147,4
4,5x3TUfYzgZIdt0Kaop64ss,"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)",62TD7509VQIxUe4WpwO0s3,Johann Pachelbel,35AZkwcf7WxuzNQ6iOhiIh,Relax,0,0,0.13,0.158,2,-16.132,1,0.035,0.748,0.924,0.1,0.0998,85.031,302093,4
5,1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",1QL7yTHrdahRMpvNtn6rI2,George Frideric Handel,657D9POYWMrDMK9MWNxPHL,Handel Sarabande,62,0,0.0939,0.0336,2,-24.041,0,0.0606,0.927,0.83,0.0954,0.0516,67.359,207267,3
6,5fdp9rXfEixCGLM1Og4EN1,Gnossienne No. 1,459INk8vcC0ebEef82WjIK,Erik Satie,4ZWDD7tNRRMB2eO4B5LsJh,Gnossienne No. 1,61,0,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,296480,4
7,0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,2y85NsbsBnGTXcXgHpj3PD,Songs from the Arc of Life,66,0,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,3
8,1cmigB9I6IRpFqjIbzvSQB,"Suite bergamasque, L. 75: III. Clair de lune",1Uff91EOsvd99rtAupatMP,Claude Debussy,4Ll3RGpn0eVY6MMKPTP99C,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",63,0,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,294960,3
9,6Uk28Hs2MulezLxMrd1rBD,Meditation: Méditation from Thaïs,1AoIc5YFH0aSFc4mKqBEeB,Jules Massenet,0ob8TUyLgKJjSAz2ji2k1C,Szymanowski: Violin Concerto No.1,0,0,0.205,0.0686,4,-23.415,0,0.0462,0.873,0.402,0.0909,0.0359,90.779,337253,1
10,0dzl6bBvsIAfHLlTbBObTW,"An der schönen blauen Donau, Op.314",5goS0v24Fc1ydjCKQRwtjM,Johann Strauss II,1lAJc6zeDxHqqeRPHuqKZY,"Strauss, J.: An der schönen blauen Donau (The Blue Danube)",0,0,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,707173,4
11,0pCHzhuRt6kOU3FUEG3HnC,"Danse Macabre, Op.40, R.171",436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,7gKe289yqFDyoUSnIBkRjm,Danse Macabre,0,0,0.371,0.131,2,-23.899,1,0.0413,0.898,0.925,0.0847,0.0655,105.328,442693,4
12,0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,2ANtgfhQkKpsW6EYSDqldz,Gustav Mahler,2xhhbZySK489esUAtrs65j,Mahler : Symphony No.5,54,0,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,583293,4
13,2kAgCRZPG3YQR2VMqRvLmb,The Lark Ascending,7wNkISK49lKeXuRaZcQVFe,Ralph Vaughan Williams,1Dki2WNHBcFGSs4ZACDBfq,The Lark Ascending,3,0,0.0811,0.0122,4,-32.654,0,0.0511,0.902,0.308,0.0648,0.0384,74.554,935360,4
14,3QqPgzOcv9titKufFR0gsQ,"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,5hOFetItodSTqXX2uKz5Pa,Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3,46,0,0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,564640,4
15,4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,5lVqgXqdoIH3W1wUM2hzPx,Rachmaninov: Piano Concerto No.2,56,0,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273,4
16,0k6P9cdEA9K3k0ASde2Kof,Rodrigo: Concierto de Aranjuez: II. Adagio,3eqv9LW7ZXlYWXVFjHS4Mr,Joaquín Rodrigo,2K6XjvDKO2HTCDqGZkph9e,Aranjuez,51,0,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,640267,4
17,419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,7lj4fT2SzKOFw8rvSrVivF,Rachmaninov Variations,52,0,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
18,419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,7lj4fT2SzKOFw8rvSrVivF,Rachmaninov Variations,52,0,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
19,419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,7lj4fT2SzKOFw8rvSrVivF,Rachmaninov Variations,52,2,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
20,419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,7lj4fT2SzKOFw8rvSrVivF,Rachmaninov Variations,52,2,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
21,3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,4bNwPPpk01D8pVV9IFSBde,"Beethoven: Piano Sonatas, Vol.3",66,0,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,315427,3
22,04eShjKTWijeJJqGnhxpYK,Scheherazade: The Tale of the Kalendar Prince,2kXJ68O899XvWOBdpzlXgs,Nikolai Rimsky-Korsakov,3QXtNXmOyrOfZ2mWG4rw9v,Rimsky-Korsakov: Scheherezade,53,0,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,200360,3
23,5pjDwtMPly0cNMbuGXhUOI,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",430byzy0c5bPn5opiu0SRd,Edward Elgar,3M8H71qJ70vI600QZH2AdJ,Impressions,49,0,0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,4
24,0QTaXZRWdzfPdssiQThdCL,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",5ihY290YPGc3aY2xTyx7Gy,Edvard Grieg,5pFKU7XoL318ysJ9vhiMNf,Tchaikovsky & Grieg: Piano Concertos,47,0,0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,766213,3
25,3GecLjGMqzjmgkvy2v41Wf,"Ständchen in D Minor (After Schubert), S. 560",1385hLNbrnbCJGokfH2ac2,Franz Liszt,12TLeKJv0q5fnF2obaf6Is,Liszt,51,0,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,357747,1
26,2u9VGZmVz7Rm01SfDgzcfA,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",1385hLNbrnbCJGokfH2ac2,Franz Liszt,39Hh5k01di42nUCLn8Wxqu,Liszt - My Piano Hero,58,0,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,293147,3
27,3af6PvJHP8XlFMWeuN7bF8,"Andante festivo for Strings and Timpani, JS 34b",7jzR5qj8vFnSu5JHaXgFEr,Jean Sibelius,0TmGIz0EcAHrMENYcJlnXs,Sibelius: Music From Timo Koivusalo's Film,47,0,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,337840,4
28,0S0YKiEdR9cT9pYgEaTevF,O Magnum Mysterium: O magnum mysterium,4EV7a9KODMBPJTCgIl9Bmk,Morten Lauridsen,2KpDg5XbaWzQWepVfDpefT,Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses,47,0,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800,3
29,5xbuJuQsTVheVZvX2AJVIv,Spring 1,2VZNmg4vCnew4Pavo8zDdW,Max Richter,5yuG2LEkf7QA9ZGIXldCmy,"Recomposed By Max Richter: Vivaldi, The Four Seasons",65,0,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
30,5xbuJuQsTVheVZvX2AJVIv,Spring 1,2VZNmg4vCnew4Pavo8zDdW,Max Richter,5yuG2LEkf7QA9ZGIXldCmy,"Recomposed By Max Richter: Vivaldi, The Four Seasons",65,0,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
31,5xbuJuQsTVheVZvX2AJVIv,Spring 1,2VZNmg4vCnew4Pavo8zDdW,Max Richter,5yuG2LEkf7QA9ZGIXldCmy,"Recomposed By Max Richter: Vivaldi, The Four Seasons",65,2,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
32,5xbuJuQsTVheVZvX2AJVIv,Spring 1,2VZNmg4vCnew4Pavo8zDdW,Max Richter,5yuG2LEkf7QA9ZGIXldCmy,"Recomposed By Max Richter: Vivaldi, The Four Seasons",65,2,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
33,7HSs4srn1qnZhh7WRWBVOk,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,3M5idfqFUxge3skgZQu4R3,Prokofiev: Romeo and Juliet,54,0,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4
34,7HSs4srn1qnZhh7WRWBVOk,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,3M5idfqFUxge3skgZQu4R3,Prokofiev: Romeo and Juliet,54,0,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4
35,7HSs4srn1qnZhh7WRWBVOk,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,3M5idfqFUxge3skgZQu4R3,Prokofiev: Romeo and Juliet,54,3,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4
36,7HSs4srn1qnZhh7WRWBVOk,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,3M5idfqFUxge3skgZQu4R3,Prokofiev: Romeo and Juliet,54,3,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4
37,1CSaCKPIp2yCIDL3t7Fyau,"Barber: Adagio for Strings, Op. 11",4XDJurjQCnWLlE7KLZCT9x,Samuel Barber,4zW79KZjDenZMLXSGU0Mqu,Samuel Barber - Adagio (100th anniversary),55,0,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,537427,3
38,2nVt0n0aSj3AwZjakMvDHX,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,5WIoytpqi3VWoFSHnl49in,Aram Khachaturian,63PTC3GOG8kFdMthv7iXg8,Khachaturian: Spartacus and Gayaneh highlights etc,45,0,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,592040,3
39,4Dcm4KMuDz0l01weeSpD4J,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),34MYamymtmnsmpwbqydd7I,Alexander Borodin,7EvHAkgN8py1HEVvUtszxy,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,47,0,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,642573,4
40,2fC30Rt5tFa6FA2jNb4fiz,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,7fKKgfd3ieWrklcXmRubpV,"Mozart: Symphonies Nos. 39, 40 & 41 ""Jupiter""",48,0,0.326,0.33,7,-12.967,0,0.0406,0.871,0.749,0.128,0.293,118.668,435160,4
41,4QfYHdV8hMoyS9qKUct98q,"Elégie in C Minor, Op. 24 (Arr. Parkin)",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,6448GplfJpNxV3euIIFYiy,"Elégie in C Minor, Op. 24 (Arr. Parkin)",0,0,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,455467,3
42,4QfYHdV8hMoyS9qKUct98q,"Elégie in C Minor, Op. 24 (Arr. Parkin)",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,6448GplfJpNxV3euIIFYiy,"Elégie in C Minor, Op. 24 (Arr. Parkin)",0,0,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,455467,3
43,4QfYHdV8hMoyS9qKUct98q,"Elégie in C Minor, Op. 24 (Arr. Parkin)",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,6448GplfJpNxV3euIIFYiy,"Elégie in C Minor, Op. 24 (Arr. Parkin)",0,2,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,455467,3
44,4QfYHdV8hMoyS9qKUct98q,"Elégie in C Minor, Op. 24 (Arr. Parkin)",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,6448GplfJpNxV3euIIFYiy,"Elégie in C Minor, Op. 24 (Arr. Parkin)",0,2,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,455467,3
45,3MRQn2RYo2VLYMoStnLRxu,"Ravel: Pavane pour une infante défunte, M. 19",17hR0sYHpx7VYTMRfFUOmY,Maurice Ravel,5Ui8Uj9oHn2yT7Duo0welM,Ravel: Complete Works for Solo Piano,57,0,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587,3
46,0xX7kREWmOGBWzYNcpZwRN,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",1C3sffOOvQNUwg4YIsvKqy,César Franck,5FUPAG4ZjlOSJf0t3uITB7,French Impressions,48,0,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,364093,4
47,1Xy6MHSaX3IUGGqst6RzYM,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,6CGw0GbQ3PyJhXxHlBVjSk,Tchaikovsky: Piano Concerto No. 1,46,0,0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,1252322,3
48,4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,2P6ygesd9xg5DPOBnda2jg,Arvo Pärt,69iw6Zy6fh2dSnEgBTZKJE,Arvo Pärt: Alina,50,0,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3
49,4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,2P6ygesd9xg5DPOBnda2jg,Arvo Pärt,69iw6Zy6fh2dSnEgBTZKJE,Arvo Pärt: Alina,50,0,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3
50,4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,2P6ygesd9xg5DPOBnda2jg,Arvo Pärt,69iw6Zy6fh2dSnEgBTZKJE,Arvo Pärt: Alina,50,2,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3
51,4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,2P6ygesd9xg5DPOBnda2jg,Arvo Pärt,69iw6Zy6fh2dSnEgBTZKJE,Arvo Pärt: Alina,50,2,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3
52,52GmHO5DikTIKc3yBmTTT1,"Symphony No. 8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",2p0UyoPfYfI76PCStuXfOP,Franz Schubert,2nFVSsVHVJtGAnw37l8hwC,"Schubert: Symphony No.8 ""Unfinished""; Symphony No.9 ""Great""",40,0,0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,906000,4
53,2OHnoGjn6X6kDwzO7Rw0Y9,The Sorcerer's Apprentice,3KpcdlqCaWWruPfmM2rWy1,Paul Dukas,2whukRzuzg6VUBKkcEKfJp,Fantasia 2000,45,0,0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,577440,4
54,1Oo7XEqkrwifJn17aA0ocF,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms,1zWSdYsAlF38LhpcMEthzO,Volodos Plays Brahms,60,0,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733,4
55,5Zf5prtvv7KRQ1J6kNn4C6,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,57oAKQUoE6eyKfEuDpf5Ji,"Mozart: Serenade in B Flat - ""Gran Partita""; Serenade in E Flat",50,0,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,330293,4
56,2MSgFefjK0T7Iwjvr3OKqV,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,3hW1TEeZRJ01XycQFABjj9,Chopin - Piano Works,63,0,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,259493,4
57,4dGkPPLnIdVgogqpyaAjbc,Il barbiere di Siviglia: Overture (Sinfonia),0roWUeP7Ac4yK4VN6L2gF4,Gioachino Rossini,4yjeIGYE7CkDZjcCP8GNtX,Rossini: Complete Overtures (3 CDs),0,0,0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,425000,4
58,74WjYdm3Lvbwnds4thYPUU,"Turandot: ""Nessun dorma!""",0OzxPXyowUEQ532c9AmHUR,Giacomo Puccini,4sD3O2NsmbzU7hkjgTpbjG,Puccini: Turandot - Highlights,59,0,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333,4
59,3VQ7hwiEfaHDl3AySgyaiR,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",5ihY290YPGc3aY2xTyx7Gy,Edvard Grieg,2Rt1JJA8IvT38kzCyZksSP,"Grieg: Peer Gynt, Op. 23 (Excerpts) - Sony Classical Masters",46,0,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,153267,4
60,6cC6h5E351deEGFd7Kh9uy,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",39FC9x5PaTNYHp5hwlaY4q,Niccolò Paganini,2wo9DP5JxxAVlGl9qc2jEf,Paganini: 24 Caprices,53,0,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,268853,4
61,3NbAsIxDL0fVgNuCLD152P,"Dolly, Op. 56: 1. Berceuse",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,1VMXYuxv7jwh3XzPZtoELi,Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,61,0,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4
62,3NbAsIxDL0fVgNuCLD152P,"Dolly, Op. 56: 1. Berceuse",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,1VMXYuxv7jwh3XzPZtoELi,Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,61,0,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4
63,3NbAsIxDL0fVgNuCLD152P,"Dolly, Op. 56: 1. Berceuse",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,1VMXYuxv7jwh3XzPZtoELi,Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,61,2,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4
64,3NbAsIxDL0fVgNuCLD152P,"Dolly, Op. 56: 1. Berceuse",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,1VMXYuxv7jwh3XzPZtoELi,Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,61,2,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4
65,1ENZ1YHuOp5MMFJlWBQ6V7,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,70uK1xeiYicJZPFNkhfIdk,Bach: Goldberg Variations (Deluxe Edt. Studio + Live),0,0,0.31,0.0555,7,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,140040,4
66,2ceu417OdiSxzR3K7B1n2M,"Symphonic Variations on an African Air, Op.63",0fhN6BHa9pN66ZnsrI5NUR,Samuel Coleridge-Taylor,1Szzhi5CI8U94YoUu8Zo2a,Butterworth: The Banks of Green Willow; A Shropshire Lad/ /McGunn: The Land of the Mountain and the Flood/Coleridge-Taylor: Symphonic Variations on an African Air &c.,0,0,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,1215573,4
67,1MiWGSGDC5mGoP3MNclZ7s,The Rite of Spring: Part One: Adoration of the Earth: Introduction,7ie36YytMoKtPiL7tUvmoE,Igor Stravinsky,0RR9tJp55MeV72JLZJOfsZ,Stravinsky: Le Sacre du Printemps,45,0,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,208587,3
68,43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",1Uff91EOsvd99rtAupatMP,Claude Debussy,7qdNpLxZ5eazTHCYu0Ssxz,Debussy Piano Edition,60,0,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
69,43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",1Uff91EOsvd99rtAupatMP,Claude Debussy,7qdNpLxZ5eazTHCYu0Ssxz,Debussy Piano Edition,60,0,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
70,43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",1Uff91EOsvd99rtAupatMP,Claude Debussy,7qdNpLxZ5eazTHCYu0Ssxz,Debussy Piano Edition,60,2,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
71,43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",1Uff91EOsvd99rtAupatMP,Claude Debussy,7qdNpLxZ5eazTHCYu0Ssxz,Debussy Piano Edition,60,2,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
72,3Rw0Rg4LjlYnuxIyioW3vg,Violin Concerto No. 10 in G Major: Largo,02onqdkvTxxy6tNJWnjnFU,Joseph Boulogne Chevalier de Saint-Georges,2xPu5U9CZiHN87Gyh9YA5Z,"Saint-Georges: Violin Concertos No. 1, Op. 3 and Nos. 2 and 10",49,0,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,397640,3
73,6VDHdry8ytOL2WWbePDxSD,"The Gadfly Suite, Op. 97a: VIII. Romance",6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,0m8zvPL66y78Hpt2ynfdA8,Soft Classical Music for Sleeping,45,0,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,195333,4
74,64ZxBE1ZgK4C0lGljXzDcG,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,1BxxmokA4eBg1EBpfYP1fC,Vivaldi: The Four Seasons,55,0,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,204147,4
75,0w4LgJ5G1Xz5jLS3HX8oyq,Young Person's Guide To The Orchestra,7MJ1pB5d6Vjmzep2zQlorn,Benjamin Britten,1nuOBOdelvIB0B7CqzVAXE,Last Night of the Proms,43,0,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,1050893,4
76,0yzhOPf0iw2qWwcXRRta5L,Rhapsody In Blue,1YuknfkSYTTbolRpwZBOv4,George Gershwin,3hFTO4FkWbD6SD0ekUY5f1,"Rhapsody In Blue: Saint-Säens, Ravel, Gershwin",42,0,0.309,0.258,9,-15.327,1,0.0459,0.976,0.69,0.0924,0.115,74.568,890000,4
