,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
148,015B,I See You,54AO5la1eAJp0hNaOud2B5,29,0.596,0.693,3,-4.297,1,0.044,0.261,0.0,0.289,0.21,96.009,285040,3
149,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,79,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
150,Workout Music ,Dance Monkey (Remix),3pdMC0tmADHu6jsZh6v5BD,30,0.777,0.661,6,-8.186,0,0.054,0.00407,0.613,0.0643,0.885,128.015,262520,4
151,Playboi Carti,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf,78,0.684,0.693,4,-6.651,0,0.0339,0.00534,0.0,0.506,0.108,134.988,135122,4
152,Kazuhito Murata,電話しても - 2020 Remaster,5MvIqNNzJGYbdOG1crN4XR,28,0.752,0.646,4,-9.345,1,0.0297,0.0715,0.0343,0.263,0.978,122.451,229520,4
153,Gabby Barrett,I Hope,23T0OX7QOiIUFShSzbJ5Uo,77,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4
154,Alex Metric,Upswing - Mixed,6UtisDGlS9rFAXwNRIpRI8,29,0.726,0.909,11,-5.259,1,0.0483,0.548,0.667,0.145,0.711,121.01,317035,4
155,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,79,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4
156,Years & Years,Breathe,4VEByNkzYJ8rPVtaDQbiU9,27,0.746,0.486,10,-7.004,1,0.0344,0.222,1.38e-06,0.123,0.417,92.018,233228,4
157,Juice WRLD,Righteous,5dOxHHMOFAbG3VH23t0xNm,79,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4
158,The Distillers,The Blackest Years - 2020 Remaster,1uXbBsJ14Uni9zqWgC7hgk,21,0.142,0.752,7,-2.133,1,0.0778,0.000832,2.22e-06,0.306,0.203,160.938,450297,4
159,The Kid LAROI,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,78,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4
160,HammerFall,Renegade - 2020 Remix,6VSM9yG5mth86AkzZOk3mS,31,0.539,0.965,8,-6.544,0,0.0548,7.23e-05,0.000538,0.203,0.312,105.047,262331,4
161,Gabby Barrett,The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,76,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4
162,Hammock,"Lonely, Some Quietly Wander in the Hall of Stars (2020)",4KwaHAKaQNbShDfMTPXJ9Q,20,0.129,0.376,9,-17.198,0,0.043,0.856,0.906,0.136,0.0399,94.636,447134,3
163,Playboi Carti,Vamp Anthem,4CzhtKifG867Lu5DNQVBSA,78,0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,124094,4
164,Ten Years After,Are You Lonesome Tonight (Remastered 2020),4vbDf4gGabrP5bAoNuENJ7,22,0.368,0.639,1,-2.722,1,0.0279,0.023,0.00674,0.102,0.0756,170.725,238000,4
165,Key Glock,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,75,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,146880,4
166,Pepper Coyote,"No Conventions This Year, Pt. 2: July 2020 - January 2021",25ygYDbBsCJW12P87UFb8z,17,0.497,0.539,2,-8.23,1,0.0286,0.354,0.0,0.329,0.437,149.921,463170,3
167,Ritt Momney,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,80,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,4
168,Above & Beyond,Blue Monday (Mixed),0xXps70H7LUN5So6Nrkfvq,29,0.554,0.92,0,-6.687,1,0.0326,1.16e-05,0.592,0.329,0.944,130.02,57187,4
169,Bad Bunny,Una Vez,5J7teKIJGtqVypgYI6sqXj,86,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4
170,PinocchioP,The Vocaloid Songs 10 Years Later,06YMPKuUvotChaFe8DC1lc,21,0.658,0.737,0,-5.028,1,0.0333,0.214,1.58e-05,0.0847,0.382,95.979,327000,4
171,Pop Smoke,Element,57BGVV6wcyhbn3hsjlqEZB,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5
172,Buju Banton,400 Years,1XvmMoTPgM5U2N1bfJcxoO,19,0.565,0.692,10,-5.742,0,0.197,0.0678,0.0,0.367,0.884,174.189,248344,4
173,Pop Smoke,Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,81,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,213333,4
174,Prince,Can I Play With U? (feat. Miles Davis) - 2020 Remaster,1FhKyKVywVGk9xHHtZIILC,15,0.675,0.534,2,-11.078,1,0.054,0.132,0.000233,0.284,0.833,112.4,399539,4
175,Jhay Cortez,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,83,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,227520,4
176,Workout Music ,Bad Guy (Remix),5v7OrTvBQNhXQwVzi3oXpb,27,0.843,0.658,11,-7.072,0,0.0678,0.00456,0.73,0.0673,0.562,131.01,281253,4
177,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,77,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4
178,Ash,Clones - 2020 - Remaster,0y069jft8vt9CAIUfO9T0v,19,0.486,0.926,10,-6.014,0,0.122,8.28e-06,0.654,0.364,0.343,114.37,240413,4
179,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49,78,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4
180,Steve Brian,Jupiter Boulevard (Mixed) - Taylor Torrence Remix,5cYN3eCrVvWlhZqs9NRPUD,28,0.479,0.876,5,-9.2,1,0.447,3.21e-05,2.41e-06,0.732,0.688,127.992,44858,4
181,HARDY,GIVE HEAVEN SOME HELL,2bVeUlOC5JjTpkQXuUUoYm,74,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,4
182,HammerFall,Keep the Flame Burning - 2020 Remix,4GjB9nzMSVCqiWBLslcBCJ,30,0.424,0.985,8,-5.634,0,0.0776,2.02e-05,0.00101,0.292,0.367,144.016,280382,4
183,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,81,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4
184,STANDERWICK,What About Us (Mixed),5KHiOrhY1VQJejYXVBAPCJ,26,0.437,0.971,5,-8.746,0,0.0691,1.2e-05,0.788,0.295,0.542,130.065,73360,4
185,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,77,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,163902,4
186,NWYR,Heart Eyes (Mixed),5yYQ0wqZ3LK63jyr60imkL,25,0.407,0.967,6,-6.82,0,0.103,0.000208,0.322,0.36,0.461,130.483,58627,4
187,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,85,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3
188,Christy Moore,The Crack Was Ninety In The Isle Of Man - Live In Dublin / Remastered 2020,5FkE6MOLqzsg02nSw6N8PR,31,0.644,0.637,7,-8.768,1,0.0523,0.768,0.0,0.756,0.695,108.418,185653,4
189,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,81,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4
190,AB6IX,CHANDELIER,2NQKN3x5Evk8xsOEqUBUjX,27,0.744,0.897,1,-4.378,1,0.121,0.0659,0.0,0.225,0.721,124.976,196759,4
191,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,80,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4
192,Gareth Emery,Yesterday (Mixed),5i4RJyVoid4zsJvx5fuuRL,28,0.489,0.62,0,-8.614,0,0.0699,0.0287,1.33e-05,0.609,0.562,129.444,88840,4
193,Jack Harlow,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,78,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,156578,4
194,Elysian,Beyond The Comfort Zone (Mixed),5LvfgyTDNtQG0vJaClqnku,27,0.521,0.902,7,-8.375,0,0.0812,0.00055,0.00809,0.658,0.349,129.995,75720,4
195,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,79,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4
196,Solarstone,Seven Cities (Mixed) - Tom Staar Remix,264t4HJzvQkMhSYb9y9j2m,28,0.486,0.661,0,-9.004,1,0.033,0.0152,0.902,0.48,0.66,126.062,45707,4
197,Lil Baby,We Paid (feat. 42 Dugg),6gxKUmycQX7uyMwJcweFjp,76,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,181929,4
198,Hammock,Cruel Sparks (2020),1C9QfQIRuNgA7S9GcES0e9,17,0.186,0.379,0,-14.714,1,0.0411,0.279,0.659,0.0955,0.0389,68.766,329687,4
199,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,77,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760,4
200,HammerFall,A Legend Reborn - 2020 Remix,5YtlELwa9eYfmaPr92hmxG,29,0.566,0.923,8,-6.173,0,0.0386,0.000283,1.34e-05,0.0829,0.386,123.054,323928,4
201,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,79,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
202,Super8 & Tab,Live For Tonight (Mixed),0csXeqgGVCYvWp6RTSjdRP,27,0.391,0.854,5,-7.668,1,0.0315,3.36e-06,0.912,0.226,0.624,125.976,45516,4
203,Kid Cudi,Tequila Shots,30KctD1WsHKTIYczXjip5a,77,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4
204,Maryn,Dawn (Mixed),5PDi4cEm6L1fAadHXPcLNF,27,0.472,0.696,5,-7.507,1,0.0588,8.92e-05,0.0235,0.885,0.372,127.953,45013,4
205,21 Savage,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,76,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,193839,4
206,BT,No Warning Lights (Mixed) - ALPHA 9 Remix,4AZM3eVkKsLJ0Oi0XdtWQI,26,0.483,0.903,7,-8.297,1,0.0728,0.00116,0.957,0.32,0.376,131.228,58493,4
207,Bad Bunny,La Zona,5kqNIqFjijuzvVLhuY9B8j,87,0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,136893,4
208,Maor Levi,One Love (Mixed),7zvzNcr3ZbTEaIBzwybD30,26,0.455,0.929,10,-7.907,0,0.0651,4.65e-06,0.368,0.574,0.234,128.266,103040,4
209,Mac Miller,Good News,1DWZUa5Mzf2BwzpHtgbHPY,78,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
210,"Joseph Hellmesberger, Jr.",Gavotte,6vexgDtC2T4CK8xeAf4k6N,24,0.306,0.0832,9,-25.53,1,0.0396,0.966,0.802,0.1,0.257,140.997,293867,4
211,Bad Bunny,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,81,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4
212,Armin van Buuren,Illusion (Mixed),3rDk8lYqrRpnU1PsgVZ7I0,27,0.552,0.809,0,-8.684,0,0.0335,0.00164,0.942,0.274,0.551,126.009,60947,4
213,Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,76,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,110129,3
214,Elysian,Water (Mixed),01IV32KUgfMLJisLLqBNAF,27,0.54,0.827,7,-9.886,0,0.0444,8.06e-05,0.176,0.736,0.567,130.008,59093,4
215,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,82,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4
216,Workout Music ,Senorita (Remix),3AhAFvMHvMcREIQ4BnMNIf,25,0.649,0.929,0,-4.904,1,0.0532,0.0179,0.0252,0.164,0.901,127.971,270013,4
217,Eyedress,Romantic Lover,7s5VQqrjBtrBgZL4pEa46S,79,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,86739,4
218,Genix,Zuul (Mixed),07ygt0S6ZmrCkTkeryuZMo,26,0.415,0.966,7,-7.511,1,0.0519,5.75e-05,0.731,0.327,0.185,127.964,43120,4
219,Alexander 23,IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,81,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,184638,1
220,HammerFall,The Champion - 2020 Remix,7kcS5u0ou8GY92TaClldMK,28,0.502,0.964,8,-5.976,0,0.0531,5.64e-05,0.0128,0.175,0.53,129.986,300097,4
221,Tenille Arts,Somebody Like That,3hboOw4dS0aXGuP0fyyvbC,75,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,198209,4
222,MaRLo,Say Hello (Mixed),1e2Moh5Z3gbHeVoE9hiNLf,25,0.503,0.726,11,-7.422,0,0.133,0.000705,0.0,0.727,0.461,129.937,103387,4
223,Tate McRae,that way,7l97ElWmIdVHWUaOeeU5ZC,81,0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,175027,4
224,3LAU,Tokyo (Mixed) - Fatum Remix,2p5JsppxcUKlsVX6UkycAt,26,0.599,0.934,2,-8.795,1,0.0685,0.000769,0.27,0.296,0.261,127.925,52533,4
225,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,80,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4
226,Armin van Buuren,All On Me (Mixed),5JMp6MjsUcYz4Mp2avWIhA,26,0.449,0.902,5,-9.734,1,0.0885,0.00885,5.26e-06,0.172,0.387,127.603,45347,4
227,Tory Lanez,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,77,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,4
228,Gareth Emery,Welcome To Your Life (Mixed) - Jeremy Vancaulart Remix,3SbAyi5iuMgv3OItVwwH22,26,0.603,0.859,7,-9.243,1,0.0949,0.00107,0.00132,0.263,0.191,129.837,51787,4
229,Giveon,Like I Want You,6qBFSepqLCuh5tehehc1bd,78,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3
230,Omnia,Generation (Mixed),4ZRqvqByjnjabaHC4P1CJ8,25,0.503,0.891,10,-7.815,0,0.0341,4.98e-06,0.987,0.332,0.956,129.003,31653,4
231,Junior H,Se Amerita,3pQYf90V5idOGrXzosm9rt,82,0.752,0.719,6,-4.399,0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,235858,4
232,015B,#BNTK,2rZqdoZtG4wLvaPv6Ocqpj,23,0.637,0.708,7,-5.052,1,0.0351,0.0808,0.0,0.071,0.557,125.948,277107,4
233,Ty Dolla $ign,Spicy (feat. Post Malone),5IUtvfNvOyVYZUa6AJFrnP,79,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,143375,4
234,Whitesnake,Best Years - 2020 Remix,05ab5MZw1beOMcRH25St2W,22,0.273,0.995,4,-3.171,0,0.136,0.00107,0.00433,0.215,0.317,104.948,316159,3
235,Ariana Grande,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,81,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,167990,4
236,Armin van Buuren,Punisher (Mixed),2PDMMyWwfYK6sKNyNjV9I7,26,0.473,0.896,7,-8.865,0,0.0396,0.0042,2.04e-05,0.741,0.855,126.002,34293,4
237,Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,75,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
238,Christy Moore,Black Is The Colour Of My True Love's Hair - Live In Dublin / Remastered 2020,1SYZYOjXCOuIo0wEwbtuX0,30,0.5,0.484,9,-12.862,0,0.0444,0.857,0.000316,0.705,0.238,113.261,245720,4
239,Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,81,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
240,Assaf,Lost At Sea (Mixed),2Ognsk10gP8d9FLq0P4Yfv,26,0.548,0.872,2,-9.164,1,0.0715,7.42e-05,0.277,0.674,0.305,126.05,82907,4
241,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,76,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4
242,Armin van Buuren,A State Of Trance Year Mix 2020 (Mixed) - Intro: What Is Out There?,32EepqLfVjRC1oLMlPhiAA,21,0.481,0.422,1,-14.111,1,0.127,0.00187,1.37e-06,0.58,0.411,77.08,151520,3
243,Selena Gomez,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,83,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4
244,Armin van Buuren,In And Out Of Love (Mixed) - ilan Bluestone & Maor Levi Remix,4OOlVuBsYMUSB6W1uTVkH8,26,0.654,0.786,1,-8.134,1,0.142,0.00184,0.0514,0.287,0.627,128.059,74987,4
245,Pooh Shiesty,Back In Blood (feat. Lil Durk),7JuHVG3qQKQKxC4doneXVW,75,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4
246,Scorz,Come To Life (Mixed),4xZLHEwMJHI7EmTUaIfFYI,26,0.682,0.823,0,-8.86,1,0.0613,0.00251,0.765,0.357,0.665,125.07,62040,4
247,YNW Melly,Suicidal (Remix) [feat. Juice WRLD],4S2uhQE8L9V6p7rj7SiauJ,77,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,225857,4
248,Alex Sonata & TheRio,Awakening (Mixed),6S7tShkCrPrXu8NfPzmWCZ,26,0.441,0.847,1,-8.563,0,0.0324,4.46e-06,0.82,0.302,0.377,126.548,60667,4
249,Ariana Grande,pov,3UoULw70kMsiVXxW0L3A33,80,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,201882,4
250,Assaf,Lost Souls (Mixed) - AVIRA Remix,4uYyx2Vz7GKaSouXVTO33i,26,0.673,0.675,10,-8.794,0,0.0414,0.000198,0.782,0.118,0.0778,125.975,45733,4
251,Trevor Daniel,Falling,0Aqi7ArnBrGblW5T6p2jmD,82,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4
252,Andrew Rayel,Everything Everything (Mixed),3jyGg95jndX8h1ShL6ydaK,25,0.66,0.768,5,-8.205,0,0.0759,0.000159,0.595,0.284,0.296,128.06,89987,4
253,$NOT,GOSHA,0j8ppsOOawdPCJnSTcXgOy,76,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,120000,4
254,ALPHA 9,Everywhere I Go (Mixed),0Qbl6El7iRVHhL8Hnr9gIS,25,0.552,0.89,0,-9.363,0,0.0425,8.24e-05,0.000144,0.506,0.276,128.004,75000,4
255,Lil Uzi Vert,Homecoming,6vxU64pcIuQ38O015Zy4qj,74,0.929,0.563,9,-7.428,1,0.49,0.000592,0.0,0.244,0.353,129.957,213885,4
256,Rodg,Crossroads (Mixed),5jLjqxtK1M3HiXG6PnBj6M,25,0.562,0.865,1,-8.034,0,0.0553,0.000509,0.873,0.49,0.333,129.978,51707,4
257,Taylor Swift,champagne problems,0sY6ZUTh4yoctD8VIXz339,79,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4
258,Luke Bond,Walk Away (Mixed),5BXE7i3fePaWhb2AqyczFJ,25,0.615,0.821,3,-9.026,0,0.0522,0.0125,0.00187,0.4,0.414,129.004,96733,4
259,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,80,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
260,Armin van Buuren,Tarzan (Mixed),68MN1r0IVeLRXi65i5laM7,26,0.667,0.819,7,-8.906,1,0.12,0.0164,0.509,0.403,0.637,129.983,38813,4
261,Juice WRLD,Conversations,4K06PO78fW4mnBVenxGNob,76,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,181661,4
262,October,Cherry Blossom - 2020 Remastered,798mMFomXqcuVIvRKGSdhn,17,0.619,0.263,3,-21.671,1,0.0442,0.987,0.891,0.203,0.296,136.013,200336,4
263,The Neighbourhood,Stargazing,0VF7YLIxSQKyNiFL3X6MmN,78,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,217027,4
264,Lane 8,Keep On - Mixed,1zHQesc4xZZ5B1nl8G9dl5,19,0.57,0.748,0,-7.866,1,0.0382,0.0601,0.259,0.0821,0.434,122.162,282750,4
265,Penelope Scott,Rät,25z6kpmIwkCUqk2IORrJ5v,78,0.591,0.45,5,-13.291,0,0.26,0.312,0.000116,0.147,0.304,144.201,194165,4
266,Greg Sletteland,2020 (Sexy Miami Tech House Party Crossfit Workout Hits DJ Club Remix),4vta0vIJM7y57KH3O1lE6l,14,0.726,0.858,7,-9.852,1,0.0462,0.00372,0.91,0.0807,0.353,126.981,234331,4
267,Tiësto,The Business,6f3Slt0GbA2bPZlz0aIFXN,87,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
268,MXRGX,Fkn 2020,7gc9EjA4NxC6gnE73fW6xN,21,0.651,0.862,5,-4.246,1,0.0852,0.00406,0.000293,0.286,0.544,164.861,117091,4
269,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,80,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
270,HammerFall,Destined for Glory - 2020 Remix,3jHeocTSI7gz3RrRitffoi,26,0.421,0.935,3,-5.755,0,0.0489,2.14e-05,0.0,0.0698,0.345,144.947,312706,4
271,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,79,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,165978,4
272,Taylor Torrence,If We Say Goodbye (Mixed),50F61Gbser6ucNbmCYaC9b,24,0.631,0.831,11,-7.65,0,0.0415,0.0151,0.474,0.574,0.314,130.049,59030,4
273,Internet Money,Lemonade,02kDW379Yfd5PzW5A6vuGt,80,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195429,4
274,i_o,In My Head (Part II) [Mixed],25WmdbWnEBMpHwOR9Kgt0x,25,0.383,0.922,6,-9.563,1,0.042,8.01e-06,0.92,0.188,0.478,129.033,74427,4
275,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,81,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
276,Armin van Buuren,Need You Now (Mixed),6sEF9scI0D2LeEvuY0hGvR,24,0.574,0.944,10,-7.31,0,0.0555,3.05e-05,0.0562,0.707,0.728,129.89,44320,4
277,Machine Gun Kelly,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,77,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
278,The Cog is Dead,The Copper War (Remastered 2020),7xoePagHnUhBzux0k80yXK,16,0.704,0.835,3,-4.908,0,0.0361,0.00721,0.0,0.349,0.46,131.033,211357,4
279,Dua Lipa,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,84,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
280,Big Maus,2020 Was a Year for Me,7CkT5EkMWI1MVaRVAMA468,11,0.912,0.527,8,-10.979,1,0.0664,0.526,0.0,0.0854,0.868,110.042,56827,4
281,Lee Brice,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,74,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,188893,4
282,Armin van Buuren,Hollow (Mixed),6AegTL0xgC4hIIfoWFfYwY,24,0.701,0.739,7,-9.062,1,0.0664,0.000855,0.579,0.21,0.318,128.037,112507,4
283,XXXTENTACION,Riot,4aOOExMBUyxKnEYb39SrTg,77,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4
284,Chinese New Year Collective,Qiu Hu Yue Yie,7MZjtQIzxaymQMTl5UGwJg,21,0.458,0.143,7,-16.425,1,0.0403,0.988,0.937,0.0684,0.295,149.943,105544,4
285,Nelly,Lil Bit,0NmuYnjETG3u3qx0OmEJev,75,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,195962,4
286,The Cog is Dead,The Death of the Cog (Remastered 2020),5COePbRqAjwS4DPcdEoWEy,17,0.333,0.561,0,-6.514,0,0.0335,0.25,0.0,0.134,0.626,172.193,158250,3
287,Vedo,You Got It,4lsHZ92XCFOQfzJFBTluk8,79,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,203145,4
288,Trap Beats,New Year,7ycJlRjFTUnRI4WzOOGNYP,14,0.732,0.473,5,-9.997,0,0.251,0.000494,0.726,0.145,0.962,157.038,77588,4
289,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj,76,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4
290,ReOrder,After Tomorrow (Mixed),5HoChp62G52HrIb0LWoiQ3,24,0.615,0.926,1,-7.883,0,0.228,4.57e-05,0.353,0.49,0.191,129.93,36957,4
291,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8,79,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4
292,Orjan Nilsen,Sankthansaften (Mixed),0YCmgRAZRjuuG58QfWozsQ,25,0.668,0.911,10,-8.997,0,0.151,0.177,0.815,0.435,0.238,128.001,59987,4
293,Riovaz,Prom Night,7KhJdiu4zbPlhlImRLIyDl,75,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,145899,4
294,Armin van Buuren,Mask (Mixed),1Q5SYfHwo8zzlYAHHYMX6U,25,0.727,0.805,0,-8.132,1,0.129,0.00201,0.583,0.262,0.549,128.057,60013,4
295,Rod Wave,Rags2Riches 2 (feat. Lil Baby),40TPiJpvwGIyvPjJMDTKfy,74,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,235988,4
